time,K_elv_angle,K_elbow_flexion,K_cross,K_e_xx,K_e_yy,K_e_zz,K_e_xy,K_e_xz,K_e_yz,lambda_min,lambda_max
1.45,28.666589903143855,22.670450168539332,4.963084758176479,277.71266493385093,6.300337985146886,958.6722728062888,-27.98246985405681,375.0457238331265,-77.46287485363541,3.4453906669653733,280.5676122520324
1.46,28.12505856097396,22.620944792835463,4.953665292947632,273.54518856238934,6.263061787420682,953.7910599833209,-27.72691444216816,371.47935941685006,-77.04041433879432,3.4170722804237794,276.3911780693862
1.47,27.557456015668368,22.5726298533499,4.944795418293858,269.0628120625464,6.226631374146944,948.7623344333291,-27.453743651563435,367.62493651744376,-76.61725351163221,3.389656598992604,271.89978683770073
1.48,26.96035984090603,22.609246954534584,4.941428021986827,264.5046702955968,6.213512492179745,946.8868431451117,-27.239131833669557,364.40170543613937,-76.46575590251818,3.372156991617025,267.34602579615955
1.49,26.334747657258852,22.652902273944523,4.93882995515665,259.64286081104433,6.2025757308326295,945.0874776264211,-27.012249485184576,360.95656880823566,-76.3309340614488,3.3555304970479845,262.48990604482896
1.5,25.67959449872526,22.697928346272832,4.9366324845993415,254.45591413772053,6.192201929310294,943.1344405827417,-26.76767133271271,357.2241135714076,-76.19351282789114,3.3389174522205654,257.30919861481027
1.51,24.99380041637762,22.744409301865588,4.934810574006425,248.94002068168385,6.182320620641012,941.025567819565,-26.505254333923713,353.20298419840987,-76.05299009683364,3.322071563806718,251.80026973851815
1.52,24.276355608972192,22.792414387866792,4.9333319329647995,243.09316267918663,6.1728424366751,938.7595524737856,-26.22495697901162,348.89384765343226,-75.90877944738037,3.304696279039108,245.96130883682264
1.53,23.526425612820564,22.84198921360456,4.932162232176285,236.91500536300143,6.163671751961671,936.3354457963087,-25.92681729874509,344.29877646771945,-75.76026702044928,3.28645552260223,239.79222159236087
1.54,22.74349023272647,22.893163375567234,4.931266886302062,230.40785264806954,6.154716882028665,933.7536186445788,-25.611011016753814,339.42198525942075,-75.60691258837085,3.266976478967255,233.29559305113094
1.55,21.927559853045427,22.945937031249223,4.93061108375517,223.57844859691173,6.145892334477818,931.0165279901601,-25.277943830278012,334.27123046260823,-75.44829333852839,3.245847398722116,226.47849353266741
1.56,21.07951475594616,23.000258172302548,4.93015984082371,216.4408227062517,6.137121693509267,928.1298707728903,-24.928393786618955,328.86000167365745,-75.28416618301654,3.22261998192606,219.3553244178349
1.57,20.201626623388606,23.055990332845532,4.9298780486023475,209.0206865347506,6.128342806303365,925.104442405482,-24.563732015556827,323.2109171213429,-75.11457133458711,3.196822051664752,211.9522072893892
1.58,19.298140089457988,23.112893071904583,4.929730512651965,201.3604065928167,6.119518270683483,921.9588994340827,-24.186186524834643,317.35972601969286,-74.94000470269313,3.16798454119642,204.31194032230377
1.59,18.375690787255056,23.170588388227447,4.929681985328879,193.5224885369233,6.110637263928573,918.7209388552543,-23.799010920456304,311.3579342192029,-74.76147397474088,3.1356784393041903,196.49744736154767
1.6,17.443180617804135,23.2345504611601,4.929697190742165,185.61180045386385,6.103385327099465,915.6756434974255,-23.412676027165258,305.3481600870716,-74.60086390203793,3.0999992709634117,188.61518650999992
