time,perturb,p_null,a_BIClong,a_BICshort,a_TRIlong,a_TRIlat,a_TRImed,a_BRA,a_BRD,a_DELT1,a_DELT2,a_DELT3,a_ECRL,a_ECRB,a_FCR,a_FCU,K_e_xx,K_e_yy,K_e_zz,K_e_xy,K_e_xz,K_e_yz,K_min,K_max,D_e_xx,D_e_yy,D_e_zz,D_e_xy,D_e_xz,D_e_yz,D_min,D_max,K_elv_angle,D_elv_angle,K_shoulder_elv,D_shoulder_elv,K_shoulder_rot,D_shoulder_rot,K_elbow_flexion,D_elbow_flexion,K_pro_sup,D_pro_sup,K_deviation,D_deviation,K_flexion,D_flexion,K_cross
0.32,False,0.02000000000050135,0.020037377838387604,0.02000000000050135,0.6413610678590337,0.02000000000050135,0.02000000000050135,0.15203000030961084,0.10636355048175082,0.1952345981280016,0.6427234727770863,0.6282170665026617,0.02000000000050135,0.3489122486325996,0.02000000000050135,0.23168003237898824,15.514463884296518,16.166874464261994,126.94063751243941,5.306433635797031,-4.8451512200167075,-23.45387568512703,10.524218495270674,21.15711985328784,0.671309321237983,0.9091625970223101,5.518182810013382,0.1758096364087691,-0.35918798187505796,-1.4851156270733643,0.5779800441253642,1.002491874134929,6.574505526767262,0.21641921094487568,3.263990365162912,0.17449429872181824,0.12408734273418592,0.006873893598679536,2.2544733136814186,0.10286075846724235,0.029426801243609246,0.0009887453359652036,0.9082252422667243,0.04044290093706949,0.5709572456876717,0.02353553554617759,2.0192306355346927
0.33,False,0.0200000000012312,0.020071977973833442,0.0200000000012312,0.6427294002985424,0.0200000000012312,0.0200000000012312,0.15129652448147302,0.10680883965279303,0.19620902960868664,0.6404318802387527,0.6290196112882411,0.0200000000012312,0.34881401124959416,0.0200000000012312,0.23177680819494598,15.513895841881613,16.07631694782047,127.00904208314712,5.229688883207782,-4.396792478384912,-23.219199649086537,10.55786234953022,21.032350440171864,0.6702596235117398,0.9031964423511819,5.520690210918292,0.17091735681037104,-0.34055897263780055,-1.4742108894371915,0.5799004882189553,0.9935555776439664,6.5914614987485,0.21705982925103232,3.2648753282332064,0.17431610344322626,0.12391528812291104,0.006874914232113476,2.257428822199711,0.10303622342924254,0.029496790760833627,0.0009905263332552377,0.9078602038027228,0.040453645923945014,0.5707362538535284,0.023539344019473944,2.0304841786688335
0.34,False,0.020000000002976654,0.020114751602949545,0.020000000002976654,0.6442929507016878,0.020000000002976654,0.020000000002976654,0.15046856178018106,0.1073636940536927,0.19718161516232752,0.6381309665761972,0.6299865324266362,0.020000000002976654,0.34872959111087776,0.020000000002976654,0.2318910168155272,15.51726355016102,15.984203075008223,127.09365957388754,5.150840970907404,-3.935005618105412,-22.98211975897553,10.594603869141174,20.90686275602807,0.6693506320748397,0.8971163672258242,5.524159472563157,0.16587494636758965,-0.3213319295130459,-1.4632197668017146,0.582027621605808,0.9844393776948559,6.607917217694893,0.21769552868735573,3.265934409321858,0.1741464512226483,0.12374907068504644,0.006876973881325421,2.260913846597069,0.10323786029632274,0.02957587902714667,0.0009925769356902297,0.9075307646958776,0.04046704831541476,0.5705368061139002,0.0235445570903474,2.0416393242997777
0.35,False,0.020000000007085055,0.020164794889345625,0.020000000007085055,0.6460566203524092,0.020000000007085055,0.020000000007085055,0.1495563174266937,0.1080193320064787,0.19815402092615853,0.6358233549096942,0.631124269549542,0.020000000007085055,0.34866051220081956,0.020000000007085055,0.2320235557576093,15.525512649659449,15.890402277827818,127.19374517162122,5.070558749396631,-3.4587257860625176,-22.741180676972863,10.634117483879377,20.78179744360789,0.6686164379734293,0.8909154348591712,5.528489921372014,0.16071857292355757,-0.3014918026357367,-1.4520708402108458,0.5843569532894064,0.9751749195431941,6.623890460720244,0.2183272564931816,3.2671897791570546,0.17398649770055466,0.12358926010454302,0.006880105246876594,2.2649152716835643,0.10346554437004951,0.0296633070016147,0.0009948756126280565,0.9072409007465333,0.040483263539723785,0.5703613675222898,0.02355126560249061,2.0527098836382027
0.36,False,0.02000000001660245,0.02022148659630623,0.02000000001660245,0.6480250463276833,0.02000000001660245,0.02000000001660245,0.14856782368828644,0.10876921226655425,0.19912746895973743,0.6335118715441242,0.6324390529571337,0.02000000001660245,0.3486079433250828,0.02000000001660245,0.23217507568929607,15.539399219447748,15.794373977521946,127.30719087198634,4.988626718972833,-2.9655261465877634,-22.494542454992665,10.676631136781168,20.657142060188527,0.6680873656168117,0.8845665292290866,5.5335787679399004,0.15543662025282473,-0.28094039088916267,-1.4406865777721953,0.5869164144919942,0.9657374803539042,6.639385918846128,0.21895556367763921,3.268661802150869,0.17383736849140838,0.12343636049605929,0.006884337338947068,2.2694248094444904,0.10371927633453916,0.02975853561293526,0.0009974073796105449,0.9069937250756455,0.040502405742184604,0.5702118644588291,0.02355953687310706,2.0637033478299904
0.37,False,0.020000000038301453,0.020284433641489012,0.020000000038301453,0.6502026811002171,0.020000000038301453,0.020000000038301453,0.14750943064957397,0.10960859672611445,0.2001027833095658,0.6311996638030407,0.6339369886238903,0.020000000038301453,0.3485728658644785,0.020000000038301453,0.23234607786131262,15.557886492707345,15.696347320757111,127.43034784787136,4.9052626388366285,-2.459068874683171,-22.24324331482321,10.72136575056944,20.532868062895016,0.6677260612622613,0.878081802866744,5.539303299600195,0.15004857673394878,-0.25981790195239207,-1.429087505044402,0.5896637621061208,0.9561441020228845,6.654397298123559,0.21958066027486112,3.270369586970569,0.1737001867611158,0.12329088440212777,0.006889697417294375,2.2744376226936316,0.10399914392017041,0.02986118735769783,0.0010001623145511267,0.9067920616312419,0.040524564711260674,0.5700900212962694,0.023569424607560382,2.0746216942719924
0.38,False,0.02000000008699062,0.020353445846557263,0.02000000008699062,0.6525938460079118,0.02000000008699062,0.02000000008699062,0.14638612562246225,0.11053422561304198,0.20108044907758724,0.628890220826027,0.6356241180908961,0.02000000008699062,0.3485560486240337,0.02000000008699062,0.23253689829256213,15.583947683205638,15.596704455267934,127.57433147928552,4.8209292382776825,-1.9345618668891267,-21.986930175576006,10.76939261146235,20.41125952701122,0.6676521707307629,0.871482174478838,5.546092821039832,0.1445639064550534,-0.23794574632072202,-1.4173013667014602,0.5926904057400408,0.9464439394695601,6.668908190435952,0.2202024522894633,3.272331413519159,0.17357609139567398,0.12315331597618566,0.0068962108152683076,2.279952445242108,0.10430533201265305,0.02997103999841635,0.0010031351850458218,0.9066381985634542,0.040549803179007506,0.5699972313570135,0.023580967337574036,2.0854617925813326
0.39,False,0.02000000019451082,0.020428480337105287,0.02000000019451082,0.6552026809738862,0.02000000019451082,0.02000000019451082,0.14520181325404063,0.11154399362632335,0.2020606926931879,0.626587260938512,0.6375063733981742,0.02000000019451082,0.3485581165055328,0.02000000019451082,0.23274775655077234,15.614807403917954,15.495530980302313,127.73180052345438,4.735833710788345,-1.3975394823272613,-21.72633544150927,10.818959985102179,20.291378399118088,0.6677519697251458,0.8647674824498128,5.553749014371999,0.1390059937960767,-0.21553597579781822,-1.4053320346791927,0.595888236762605,0.9366312154123536,6.68289367244747,0.22082059207051077,3.274564840933083,0.1734662292105909,0.12302408868339486,0.006903900253575429,2.2859707900641326,0.10463809925160607,0.030087987669091897,0.0010063242952168836,0.9065340068047073,0.040578164965183114,0.5699346372036047,0.023594193038025443,2.0962162884647344
0.4,False,0.020000000428182833,0.02050961971499812,0.020000000428182833,0.6580330796698912,0.020000000428182833,0.020000000428182833,0.1439595727447786,0.11263664480124867,0.20304359922619386,0.6242945791085124,0.6395895068066114,0.020000000428182833,0.34857952805935366,0.020000000428182833,0.232978744898884,15.65276074191882,15.392840367166011,127.90683970057354,4.650073634054408,-0.8447322333833938,-21.461147079460325,10.87091121230405,20.174689896780784,0.6681208114531836,0.8579427598982674,5.562408076311293,0.13337313091967223,-0.19245718388886068,-1.3931818558429683,0.5993354659883603,0.9267281053630907,6.696323280276687,0.22143456742889422,3.277086840866202,0.1733717435747242,0.12290358362601728,0.00691278544267628,2.2924961011134557,0.10499774968230571,0.03021202126874611,0.0010097308960831377,0.9064808970847712,0.04060967295322844,0.5699031023644706,0.023609117927862692,2.1068750700536603
0.41,False,0.02000000092795922,0.020597034177661247,0.02000000092795922,0.6610884001595267,0.02000000092795922,0.02000000092795922,0.14266174865235873,0.11381162419334337,0.2040292366101159,0.6220157505727267,0.6418788001125715,0.02000000092795922,0.34862050356881524,0.02000000092795922,0.23322977614159554,15.698361560195146,15.28866585996927,128.09984657655684,4.563434339544032,-0.2756601214819087,-21.191873920718393,10.925483980206803,20.061543439957614,0.6687863090526225,0.8510110591575213,5.572150227169987,0.12765167902533617,-0.16866522949675525,-1.380882996693071,0.6030662383367116,0.9167311298734322,6.709164149350112,0.22204378763183644,3.279913353076895,0.17329372698938048,0.12279212384530483,0.006922881332773914,2.299532578819548,0.10538458197055493,0.03034319474729729,0.0010133581787105709,0.9064796852340763,0.04064432044891533,0.5699031220011463,0.02362574159607551,2.1174271433059406
0.42,False,0.020000001979897368,0.020690971790493375,0.020000001979897368,0.6643710340096819,0.020000001979897368,0.020000001979897368,0.14131008067962506,0.11506887486308297,0.2050177910088421,0.619753781376397,0.6443786303466403,0.020000001979897368,0.3486809471793895,0.020000001979897368,0.23350051721055257,15.751318281711193,15.18325236523137,128.3070497586835,4.476751300913203,0.30728098737001724,-20.917565940166433,10.981532662925387,19.953037984017175,0.6697338850939565,0.8439814042806073,5.582781537457242,0.12188898891551497,-0.1442765895074116,-1.3683724921980673,0.6070328299718213,0.9066824594027425,6.721385010572425,0.2226476837319822,3.2830586996795024,0.17323315998455877,0.12268997709422899,0.006934195646202551,2.3070835396400566,0.10579881460160392,0.030481604017412848,0.0010172106687975945,0.9065305329539527,0.04068206058418363,0.5699347671439648,0.023644041053345763,2.1278627405791575
0.43,False,0.02000000415882469,0.020791740313949543,0.02000000415882469,0.667882135990154,0.02000000415882469,0.02000000415882469,0.13990577410540406,0.11640868134481652,0.20600973212212065,0.6175107622294482,0.6470921769659617,0.02000000415882469,0.34876055847484905,0.02000000415882469,0.233790466312179,15.813687114661622,15.076328920660671,128.53596975974827,4.390123597606703,0.9086674217860025,-20.63756503240051,11.039430929602386,19.850585105719908,0.6710409689767275,0.8368431306087855,5.594549567137295,0.11608361090262512,-0.1191121097732974,-1.3556341698040129,0.611295655093634,0.8965884444918789,6.7329589590365195,0.22324580256984664,3.2865354536916307,0.1731908715333033,0.12259727042549619,0.006946725491412248,2.3151510860961704,0.10624056860690764,0.030627384350346565,0.0010212941124028221,0.9066330719242939,0.04072281913467144,0.569997783730771,0.023663978119444415,2.1381751838581904
0.44,False,0.02000000860028213,0.02089967519153382,0.02000000860028213,0.6716213179580667,0.02000000860028213,0.02000000860028213,0.1384495650328276,0.11783154210387492,0.20700593916371962,0.6152875186664266,0.6500211063384065,0.02000000860028213,0.34885859181556295,0.02000000860028213,0.23409878874540746,15.8842896441095,14.968114275491777,128.78120940998255,4.303787208341916,1.5244122293707307,-20.352410256826538,11.09810437989293,19.75429953970835,0.6726675772112966,0.8296030652781989,5.607337275961802,0.11025179380838086,-0.09330994406332349,-1.3426848030693264,0.6158110998663672,0.8864595426231283,6.743865677402383,0.2238378752951457,3.2903540259962134,0.17316748913726623,0.1225139345314401,0.00696045437959998,2.323735260795223,0.10670982689734816,0.030780684004068914,0.001025614626134576,0.9067857509256664,0.04076646701145812,0.5700911934410835,0.023685483686561225,2.1483625248405156
0.45,False,0.020000017509305953,0.021015139243218444,0.020000017509305953,0.6755864580119019,0.020000017509305953,0.020000017509305953,0.13694177202067484,0.11933803981466812,0.20800779778668638,0.6130833765136338,0.6531653653112393,0.020000017509305953,0.3489739169102335,0.020000017509305953,0.23442436374810044,15.964050656052947,14.859382586106515,129.04853962738378,4.218655226746325,2.154405028335241,-20.064506226851254,11.15705743280814,19.666375809351322,0.67464275739647,0.8223034972272023,5.621535222709119,0.10443830322331427,-0.06688003047306751,-1.3296669819359048,0.6205736249593846,0.8763726296642876,6.754093527565094,0.22442388002240973,3.2945224531423407,0.17316340818095619,0.12243968484850677,0.006975350753006478,2.3328334105608493,0.10720640648148362,0.03094166360214201,0.0010301786906979616,0.9069860098917355,0.04081282797428805,0.5702133986160838,0.02370846205640015,2.1584289084016524
0.46,False,0.020000035094520544,0.021138502407527807,0.020000035094520544,0.6797737217433837,0.020000035094520544,0.020000035094520544,0.1353824044254211,0.1209287590818645,0.2090172302327356,0.6108961500665117,0.6565231800454713,0.020000035094520544,0.34910499429696223,0.020000035094520544,0.2347657638005864,16.053083377423444,14.749466620996712,129.32825000962399,4.133588208407218,2.801275199655205,-19.76815280542086,11.216611854034314,19.585938144385842,0.6769866580910702,0.8149016535693276,5.636409725156811,0.09857838257174123,-0.039688343504126034,-1.316257932549011,0.6256410635802384,0.8662472480801594,6.7636406162712275,0.22500407151558383,3.2990465154323716,0.17317879642708836,0.12237404794850587,0.006991368827202084,2.3424399450710336,0.10772995061467903,0.031110477450886964,0.0010349925976512139,0.9072302553112853,0.04086167535245613,0.5703621626626845,0.023732789138888457,2.1683851794101927
0.47,False,0.020000069250648414,0.021270063816895786,0.020000069250648414,0.684175867422869,0.020000069250648414,0.020000069250648414,0.13377123161061746,0.1226036502268042,0.21003623209194167,0.6087223371466716,0.6600909474815528,0.020000069250648414,0.3492500388251144,0.020000069250648414,0.23512135711601212,16.152253464649327,14.637265681925655,129.62755564016203,4.049965346285356,3.4633334407703287,-19.464957359568693,11.274563424854414,19.51495572172057,0.6797218329685194,0.8073405824626236,5.652386731134148,0.09275298214494825,-0.011828341398244758,-1.3025333186547683,0.6309490066250313,0.8561134088061118,6.7724760716934815,0.22557776748915992,3.303926295267231,0.17321347427679154,0.1223183561537705,0.007008500474358172,2.3525406915717677,0.1082796751827327,0.03128720391735664,0.0010400604048065494,0.9075143758154873,0.04091274966544946,0.5705349172894678,0.02375832267799349,2.1782389925984242
0.48,False,0.020000134531047445,0.021410118952197608,0.020000134531047445,0.688784868323561,0.020000134531047445,0.020000134531047445,0.13210807819353435,0.124362573376381,0.21106703612465064,0.6065578699785271,0.6638641686106616,0.020000134531047445,0.3494070268189773,0.020000134531047445,0.2354893147936092,16.261645742041633,14.524520367968751,129.94415794263773,3.9677890040492723,4.141043723681626,-19.155169627250867,11.331340729110273,19.45482538090011,0.6828585188829286,0.7997084659708258,5.6694095423677755,0.08695043530261762,0.01675030689010725,-1.2885285056158404,0.6365273196592269,0.8460396651945274,6.780596285802889,0.2261451033400693,3.3091617980367776,0.17326720989365568,0.12227201411906062,0.007026675740395474,2.363120458257906,0.10885472537707748,0.03147191027827188,0.0010453858509866334,0.9078336591675954,0.04096575994625788,0.570728725810576,0.02378490302562475,2.18800423777852
0.49,False,0.02000025729737276,0.021559019999905907,0.02000025729737276,0.6935951797833483,0.02000025729737276,0.02000025729737276,0.13039314514938793,0.1262059315138983,0.2121121383991241,0.6043993284939958,0.667838880418252,0.02000025729737276,0.349574045972855,0.02000025729737276,0.23586785369572463,16.381761670540428,14.411071772323153,130.27774251510803,3.8873097144915465,4.83447674136736,-18.83824876389509,11.386169661073259,19.40666378179032,0.6864190703419197,0.7919950127749701,5.6874722175650545,0.08118316668776121,0.04606089638776298,-1.2742145089528594,0.6423707030350915,0.8360433800817983,6.788034889496568,0.2267073911740397,3.3147584108149264,0.17334006580901362,0.12223229554704401,0.007045772210249594,2.3741717032592633,0.10945459748638024,0.03166471724474549,0.0010509743578549354,0.9081836543969927,0.0410204247150314,0.5709408230175751,0.023812376582778336,2.197702365766472
0.5,False,0.02000048446491237,0.02171711788720819,0.02000048446491237,0.6986030281180892,0.02000048446491237,0.02000048446491237,0.12862718003037896,0.12813408014695304,0.213173274248795,0.6022454813161844,0.6720129394210037,0.02000048446491237,0.34974950809701366,0.02000048446491237,0.2362553925121475,16.513235590733498,14.29669378495569,130.62837995780592,3.8088712624189927,5.544024222346624,-18.513775898484354,11.438131607430012,19.371797768259174,0.6904303562965326,0.7841881341765168,5.70657937497239,0.07546921076594941,0.07612846965399803,-1.2595687277188925,0.6484653821851951,0.8261531082878543,6.794778945593304,0.22726456756754657,3.320724275363759,0.17343244915363146,0.12219887932557368,0.0070657482311811,2.3856910656285457,0.11007900257750786,0.03186575583523426,0.0010568317763960647,0.9085607506589068,0.04107649840377562,0.5711689726043833,0.023840610886149218,2.2073393789764113
0.51,False,0.020000898056072976,0.021884631229364026,0.020000898056072976,0.7038085848772921,0.020000898056072976,0.020000898056072976,0.12681272869892765,0.1301465275213621,0.2142507626159456,0.6000993555742481,0.6763881973448742,0.020000898056072976,0.349932769732448,0.020000898056072976,0.2366509769914131,16.6572037924017,14.179980403451397,130.99739188592196,3.7337096684677378,6.26992819394418,-18.179703970466576,11.484796625599591,19.352387570253505,0.6949227918124726,0.7762151142453169,5.726639562757913,0.06988259961275922,0.10691152453271499,-1.244455724220607,0.6547253500026281,0.8164125560551614,6.800784072696644,0.22781565938636505,3.32707444591644,0.17354547101221562,0.1221719189158562,0.007086595479998939,2.3976813100204826,0.11072803853129184,0.03207506173362807,0.0010629617580823908,0.9089637787989291,0.04113384366329241,0.571412463356321,0.02386953613666919,2.216900015720965
0.52,False,0.020001638923673015,0.02206206773303009,0.020001638923673015,0.7092181247339403,0.020001638923673015,0.020001638923673015,0.12495150253295847,0.1322452057080367,0.2153425021622287,0.5979707059530288,0.6809723556753972,0.020001638923673015,0.3501244231683663,0.020001638923673015,0.23705449568718842,16.81210098208209,14.06369368132056,131.38712320783384,3.6614416915106456,7.009247917586812,-17.839034546784795,11.527067377196508,19.34872728620614,0.699852179428901,0.7682173593952931,5.74794681894882,0.0643924724254544,0.13835105793643368,-1.2290541772277697,0.66113182047982,0.8069377183443741,6.8059521530839735,0.22835807669545952,3.3338319955363516,0.17368124356433093,0.12215237119390553,0.007108359349568756,2.4101648006453478,0.11140268214686322,0.032293000369322755,0.001069376954007402,0.9093948719563169,0.04119246845871926,0.5716726395938339,0.023899166612483345,2.226337688867056
0.53,False,0.02000294461249982,0.022249765745695545,0.02000294461249982,0.7148456457833436,0.02000294461249982,0.02000294461249982,0.12304786369940933,0.13443109592759744,0.21644333410708286,0.5958780389208125,0.685781555356762,0.02000294461249982,0.35032697664265433,0.02000294461249982,0.23746715192552126,16.979987420073126,13.94736074204413,131.7972890244999,3.5919483910711105,7.764158175221085,-17.49179790199379,11.564789703933341,19.362558458183916,0.7053144203563316,0.7601782850001032,5.770487847000564,0.05899331687788447,0.1705563026261057,-1.213367453149049,0.6676869771265953,0.7978057282298395,6.810133010535685,0.22888769700941294,3.341033249404299,0.17384324997906447,0.12214276118286137,0.007131169736480326,2.4231769281088114,0.1121047067808616,0.03251982706444753,0.001076088492985397,0.9098611983734656,0.04125260779071263,0.5719539917030231,0.023929647781044686,2.2355605595043477
0.54,False,0.020005208488661084,0.022448108424244467,0.020005208488661084,0.7207158003698011,0.020005208488661084,0.020005208488661084,0.12110787313804412,0.1367059517273192,0.2175442519232791,0.5938509431364574,0.6908423676939869,0.020005208488661084,0.3505452812598127,0.020005208488661084,0.23789178046298154,17.16167269600959,13.832052994423789,132.23418102223772,3.525250148042051,8.535087472223983,-17.139542780274436,11.598275864582861,19.395449825850516,0.7113480724363209,0.7521621015774278,5.794556990611489,0.05368582469468693,0.20354700067158174,-1.1974818920840784,0.6743215252434643,0.7891886487702844,6.813085595029576,0.22939769334913845,3.3487300064658023,0.17403667192095243,0.1221463063087863,0.007155228212796385,2.436777472197375,0.11283715751918863,0.03275595910298837,0.0010831125836660886,0.9103761637570089,0.04131477979475776,0.5722649182129199,0.02396128905895687,2.2444207817640067
0.55,False,0.02000907004503548,0.022657506550975166,0.02000907004503548,0.7268645548907715,0.02000907004503548,0.02000907004503548,0.11913926133237346,0.13907237373473547,0.21863205788704607,0.5919309855422823,0.6961928121385954,0.02000907004503548,0.3507870240505215,0.02000907004503548,0.238333208655537,17.354165734212902,13.716764882655719,132.68742887100996,3.4611589593272454,9.315273157267994,-16.782862391421627,11.62556856037836,19.44536205649026,0.7178507290979763,0.7441220392312412,5.819835575528701,0.04848480359865539,0.23708592346758098,-1.1813871184727414,0.6807537093997734,0.7812190589294441,6.81448891067623,0.22987883169499607,3.356990819863329,0.17426850596358795,0.12216791295354075,0.0071808410863738684,2.451052351101976,0.11360445049631121,0.0330019937567327,0.00109047171029414,0.9109608588485882,0.04137985165649351,0.5726186441315119,0.023994602600401566,2.252709948031197
0.56,False,0.020015549674865532,0.02287834534488502,0.020015549674865532,0.7333384848653922,0.020015549674865532,0.020015549674865532,0.11715121960175148,0.1415338150098468,0.21968956673090462,0.59017103906224,0.7018816718629602,0.020015549674865532,0.3510629144476386,0.020015549674865532,0.23879840735226282,17.561040886389183,13.60312036556437,133.1738773611336,3.3994366385845303,10.109081939587213,-16.42455118998319,11.648576695377185,19.515584556576368,0.7249797329249421,0.736159371214387,5.847044904483733,0.043366760733763714,0.27134773144468527,-1.165258054361854,0.6868440216027827,0.7742950825365464,6.813945906179708,0.23031953237186437,3.365899390598646,0.1745474178025099,0.12221386632872416,0.007208406553217398,2.4661132041389258,0.11441233733188871,0.03325872381410222,0.0010981953156163314,0.9116448132656124,0.04144907304965617,0.5730337249522498,0.02403032438175787,2.260160857135833
0.5700000000000001,False,0.02002624504552812,0.023110942926001847,0.02002624504552812,0.7401920208277502,0.02002624504552812,0.02002624504552812,0.11515382446990766,0.144094460925857,0.22069662026009318,0.588631938269609,0.7079655550912702,0.02002624504552812,0.35138683401689796,0.02002624504552812,0.2392966287757009,17.781604008488195,13.49162919198985,133.69960916274252,3.339579431194148,10.912496651374594,-16.06818177633434,11.667515724876626,19.60571747560142,0.7327297420946225,0.7283141057371475,5.876592416473605,0.038321196900286604,0.3061949901343715,-1.1492629629045483,0.6921371796418782,0.7689066681898918,6.811010662840261,0.23070657053561916,3.3755562378985573,0.17488317628310196,0.1222915459852037,0.007238392329072134,2.4820936466842896,0.11526767339980547,0.03352718254254674,0.001106321443966071,0.9124668133056878,0.04152411152489126,0.5735345979089833,0.02406943705577452,2.266459179792104
0.58,False,0.020043610141627328,0.02335536147547124,0.020043610141627328,0.7474816659136104,0.020043610141627328,0.020043610141627328,0.11315757225048018,0.14675833632491067,0.22163212614427136,0.587378238705334,0.7145035358304962,0.020043610141627328,0.3517755725217923,0.020043610141627328,0.23983926015821927,18.015366065685235,13.382722203665903,134.2579968399622,3.280448248481085,11.725988678828665,-15.714438852442596,11.683239358663796,19.714848910687344,0.7411052492495002,0.7206250879166989,5.908254728086479,0.03329525959750608,0.34169735813646424,-1.133439975983291,0.6960307952756936,0.7656995418905055,6.805227870921488,0.2310263622326206,3.3860453109952195,0.17528604743677723,0.12240860183806615,0.007271285581106468,2.4991382986851334,0.11617782734234532,0.03380859138654067,0.0011148954280527463,0.9134748421538852,0.04160704510853181,0.5741516189535992,0.024113170097566323,2.271280344035335
0.59,False,0.020071341430346168,0.023611221622063652,0.020071341430346168,0.7552578455456653,0.020071341430346168,0.020071341430346168,0.11117206207825571,0.1495288252310984,0.2224771584972112,0.5864678985898928,0.7215483027489458,0.020071341430346168,0.3522486954720503,0.020071341430346168,0.24043977072925132,18.262396443789843,13.276175441933734,134.85116014308903,3.221064937071067,12.549110091195145,-15.364873326977385,11.696098088285673,19.842473797437904,0.7501302944421945,0.7130944068563193,5.942161449330842,0.02825189361583897,0.37786598253906845,-1.117850406634883,0.6978324196961144,0.7653922816023994,6.7962025383996805,0.23126681661345158,3.397463001484911,0.17576519354517647,0.12257200165774086,0.007307520852627031,2.5173898154278205,0.11714992227349053,0.03410435969020274,0.0011239702854764929,0.9147265891718956,0.04170037848126049,0.5749214701136843,0.024163014747863136,2.27431766647307
0.6,False,0.020114897419901558,0.0238774092872435,0.020114897419901558,0.7635537194308571,0.020114897419901558,0.020114897419901558,0.10920495710674677,0.15240722271309187,0.22321911382547888,0.585941320202448,0.7291349266882122,0.020114897419901558,0.35282816315104576,0.020114897419901558,0.24111351386098345,18.522959001213284,13.17332282638146,135.4964838811067,3.16123698548373,13.37966574423838,-15.023749698351411,11.707117962984666,19.989163864610077,0.7598350563503142,0.7057990693027989,5.979205374722296,0.023184572987956082,0.4146339067650531,-1.1027216099012618,0.6972151471662487,0.7684189784868645,6.783680542236493,0.23141986759385014,3.4098755600310153,0.1763270877170106,0.12278654418681974,0.0073473847178373635,2.5369694232027054,0.11818973879879667,0.03441603663953189,0.001133605721353981,0.9162896365268526,0.04180704209296158,0.5758874057839806,0.024220731493765923,2.2753509303738895
0.61,False,0.0201821767244551,0.02415164273547699,0.0201821767244551,0.7723722037787866,0.0201821767244551,0.0201821767244551,0.10726084334996126,0.15539105261057276,0.22385660614801983,0.5858078586156914,0.7372675623075089,0.0201821767244551,0.3535386437277801,0.0201821767244551,0.24187801956736765,18.796398341340247,13.073343202999412,136.18679884672437,3.100144606881432,14.215936968632239,-14.68769946370284,11.715956621265784,20.153784923073875,0.7702202521278273,0.6986946731792433,6.018898582771141,0.018061191197240967,0.45194736063654506,-1.0878504468425099,0.6943927183208202,0.7745222069862504,6.767647544216914,0.23148443134489927,3.4233100373140126,0.17697357402046482,0.1230532702466217,0.007390906688469857,2.557954971516489,0.1193004812424882,0.03474519110950725,0.0011438665070264869,0.9182437065055679,0.04193048436950854,0.5771008131757347,0.024288412812196666,2.2743135510934467
0.62,False,0.020284373845363773,0.024429930177977642,0.020284373845363773,0.7816724741829958,0.020284373845363773,0.020284373845363773,0.10534030902206566,0.15847207433299923,0.2244045147435565,0.5860320148767255,0.745905608870098,0.020284373845363773,0.3544082433829174,0.020284373845363773,0.24275362489128177,19.083491857513252,12.976617207245829,136.92759251223598,3.039005498535145,15.059938881953189,-14.359028951615214,11.722034811133296,20.338074253625784,0.7812922960163069,0.6917919828263017,6.061763484314397,0.01293741476162658,0.48992292706343055,-1.073384667922064,0.6899593827833421,0.7831248960592665,6.748431733678527,0.23146948882224938,3.437737527571435,0.1776999092982353,0.12336788172537178,0.007437749860743163,2.580361589756605,0.12048154144680616,0.03509351697995373,0.0011548209612299014,0.9206843215682023,0.04207483012878836,0.5786237007331837,0.024368586247964504,2.2713664550308086
0.63,False,0.020437019243431193,0.02470601898465842,0.020437019243431193,0.7913586020399532,0.020437019243431193,0.020437019243431193,0.10343938880423219,0.16163446885743177,0.22489852213294437,0.5865214002734803,0.7549519284627149,0.020437019243431193,0.355470885194082,0.020437019243431193,0.24376527191574837,19.38565960161093,12.882120887576447,137.7229290534849,2.979447576189436,15.91537132612894,-14.031378526470087,11.72354878270013,20.544231706487246,0.7930953298094117,0.6850081342146888,6.1075780739841115,0.007885022948225944,0.5286764946226903,-1.0589785712216013,0.6844359462923792,0.7936675177317212,6.7267739104053,0.23139649717589977,3.4530633557044514,0.17849327447776528,0.12371910029369683,0.007487107458134029,2.604124103378977,0.12172757829227561,0.035462569114194945,0.0011665424955365161,0.9237312652358134,0.04224524657648081,0.580534168536086,0.024464438262977527,2.26696087921403
0.64,False,0.02066118900003165,0.024970756711040806,0.02066118900003165,0.8012729131966507,0.02066118900003165,0.02066118900003165,0.10154961252721394,0.1648534948452491,0.22539814811890027,0.5871193202407162,0.7642458028651488,0.02066118900003165,0.35677045613957936,0.02066118900003165,0.2449455870017204,19.705867745498278,12.788689637044987,138.567269006269,2.9241603860130874,16.788477478381918,-13.695675338267312,11.718200174713925,20.77635720782934,0.8057056263654546,0.678242709673517,6.155796979929763,0.003019641885300267,0.5684197027038492,-1.0441840791355836,0.6781712133855551,0.8057771226534165,6.703870132020253,0.2313009413499134,3.4691242903827235,0.17933204338808692,0.12408774824163313,0.007537644152820025,2.6290958532710476,0.1230282050680524,0.03585402860634827,0.001179113111506731,0.9275418200706043,0.0424485325345644,0.5829348944758455,0.024580167741872168,2.261880803971577
